Dwelling Type;Climate Zone;Construction Period;Size Factor;Heating System;Initial Age;Headcount
CID;H1;2;S;CGB;18;0
CID;H1;2;S;CGB;19;0
CID;H1;2;S;OB;0;9
CID;H1;2;S;OB;1;9
CID;H1;2;S;OB;2;9
CID;H1;2;S;OB;3;9
CID;H1;2;S;OB;4;9
CID;H1;2;S;OB;5;23
CID;H1;2;S;OB;6;23
CID;H1;2;S;OB;7;23
CID;H1;2;S;OB;8;23
CID;H1;2;S;OB;9;23
CID;H1;2;S;OB;10;60
CID;H1;2;S;OB;11;60
CID;H1;2;S;OB;12;60
CID;H1;2;S;OB;13;60
CID;H1;2;S;OB;14;60
CID;H1;2;S;OB;15;93
CID;H1;2;S;OB;16;93
CID;H1;2;S;OB;17;93
CID;H1;2;S;OB;18;93
CID;H1;2;S;OB;19;93
CID;H1;2;S;COB;0;23
CID;H1;2;S;COB;1;23
CID;H1;2;S;COB;2;23
CID;H1;2;S;COB;3;23
CID;H1;2;S;COB;4;23
CID;H1;2;S;COB;5;16
CID;H1;2;S;COB;6;16
CID;H1;2;S;COB;7;16
CID;H1;2;S;COB;8;16
CID;H1;2;S;COB;9;16
CID;H1;2;S;COB;10;7
CID;H1;2;S;COB;11;7
CID;H1;2;S;COB;12;7
CID;H1;2;S;COB;13;7
CID;H1;2;S;COB;14;7
CID;H1;2;S;COB;15;0
CID;H1;2;S;COB;16;0
CID;H1;2;S;COB;17;0
CID;H1;2;S;COB;18;0
CID;H1;2;S;COB;19;0
CID;H1;2;S;EHP2;0;0
CID;H1;2;S;EHP2;1;0
CID;H1;2;S;EHP2;2;0
CID;H1;2;S;EHP2;3;0
CID;H1;2;S;EHP2;4;0
CID;H1;2;S;EHP2;5;0
CID;H1;2;S;EHP2;6;0
CID;H1;2;S;EHP2;7;0
CID;H1;2;S;EHP2;8;0
CID;H1;2;S;EHP2;9;0
CID;H1;2;S;EHP2;10;0
CID;H1;2;S;EHP2;11;0
CID;H1;2;S;EHP2;12;0
CID;H1;2;S;EHP2;13;0
CID;H1;2;S;EHP2;14;0
CID;H1;2;S;EHP2;15;0
CID;H1;2;S;EHP2;16;0
CID;H1;2;S;EHP2;17;0
CID;H1;2;S;EHP2;18;0
CID;H1;2;S;EHP2;19;0
CID;H1;2;S;WB;0;0
CID;H1;2;S;WB;1;0
CID;H1;2;S;WB;2;0
CID;H1;2;S;WB;3;0
CID;H1;2;S;WB;4;0
CID;H1;2;S;WB;5;0
CID;H1;2;S;WB;6;0
CID;H1;2;S;WB;7;0
CID;H1;2;S;WB;8;0
CID;H1;2;S;WB;9;0
CID;H1;2;S;WB;10;0
CID;H1;2;S;WB;11;0
CID;H1;2;S;WB;12;0
CID;H1;2;S;WB;13;0
CID;H1;2;S;WB;14;0
CID;H1;2;S;WB;15;0
CID;H1;2;S;WB;16;0
CID;H1;2;S;WB;17;0
CID;H1;2;S;WB;18;0
CID;H1;2;S;WB;19;0
CID;H1;2;S;WPB;0;0
CID;H1;2;S;WPB;1;0
CID;H1;2;S;WPB;2;0
CID;H1;2;S;WPB;3;0
CID;H1;2;S;WPB;4;0
CID;H1;2;S;WPB;5;0
CID;H1;2;S;WPB;6;0
CID;H1;2;S;WPB;7;0
CID;H1;2;S;WPB;8;0
CID;H1;2;S;WPB;9;0
CID;H1;2;S;WPB;10;0
CID;H1;2;S;WPB;11;0
CID;H1;2;S;WPB;12;0
CID;H1;2;S;WPB;13;0
CID;H1;2;S;WPB;14;0
CID;H1;2;S;WPB;15;0
CID;H1;2;S;WPB;16;0
CID;H1;2;S;WPB;17;0
CID;H1;2;S;WPB;18;0
CID;H1;2;S;WPB;19;0
CID;H1;2;S;EHP;0;0
CID;H1;2;S;EHP;1;0
CID;H1;2;S;EHP;2;0
CID;H1;2;S;EHP;3;0
CID;H1;2;S;EHP;4;0
CID;H1;2;S;EHP;5;0
CID;H1;2;S;EHP;6;0
CID;H1;2;S;EHP;7;0
CID;H1;2;S;EHP;8;0
CID;H1;2;S;EHP;9;0
CID;H1;2;S;EHP;10;0
CID;H1;2;S;EHP;11;0
CID;H1;2;S;EHP;12;0
CID;H1;2;S;EHP;13;0
CID;H1;2;S;EHP;14;0
CID;H1;2;S;EHP;15;0
CID;H1;2;S;EHP;16;0
CID;H1;2;S;EHP;17;0
CID;H1;2;S;EHP;18;0
CID;H1;2;S;EHP;19;0
CID;H1;2;L;ER;0;2832
CID;H1;2;L;ER;1;2832
CID;H1;2;L;ER;2;2832
CID;H1;2;L;ER;3;2832
CID;H1;2;L;ER;4;2832
CID;H1;2;L;ER;5;2832
CID;H1;2;L;ER;6;2832
CID;H1;2;L;ER;7;2832
CID;H1;2;L;ER;8;2832
CID;H1;2;L;ER;9;2832
CID;H1;2;L;ER;10;8496
CID;H1;2;L;ER;11;8496
CID;H1;2;L;ER;12;8496
CID;H1;2;L;ER;13;8496
CID;H1;2;L;ER;14;8496
CID;H1;2;L;ER;15;8496
CID;H1;2;L;ER;16;8496
CID;H1;2;L;ER;17;8496
CID;H1;2;L;ER;18;8496
CID;H1;2;L;ER;19;8496
CID;H1;2;L;GB;0;1909
CID;H1;2;L;GB;1;1909
CID;H1;2;L;GB;2;1909
CID;H1;2;L;GB;3;1909
CID;H1;2;L;GB;4;1909
CID;H1;2;L;GB;5;2863
CID;H1;2;L;GB;6;2863
CID;H1;2;L;GB;7;2863
CID;H1;2;L;GB;8;2863
CID;H1;2;L;GB;9;2863
CID;H1;2;L;GB;10;7159
CID;H1;2;L;GB;11;7159
CID;H1;2;L;GB;12;7159
CID;H1;2;L;GB;13;7159
CID;H1;2;L;GB;14;7159
CID;H1;2;L;GB;15;7159
CID;H1;2;L;GB;16;7159
CID;H1;2;L;GB;17;7159
CID;H1;2;L;GB;18;7159
CID;H1;2;L;GB;19;7159
CID;H1;2;L;CGB;0;2386
CID;H1;2;L;CGB;1;2386
CID;H1;2;L;CGB;2;2386
CID;H1;2;L;CGB;3;2386
CID;H1;2;L;CGB;4;2386
CID;H1;2;L;CGB;5;1670
CID;H1;2;L;CGB;6;1670
CID;H1;2;L;CGB;7;1670
CID;H1;2;L;CGB;8;1670
CID;H1;2;L;CGB;9;1670
CID;H1;2;L;CGB;10;716
CID;H1;2;L;CGB;11;716
CID;H1;2;L;CGB;12;716
CID;H1;2;L;CGB;13;716
CID;H1;2;L;CGB;14;716
CID;H1;2;L;CGB;15;0
CID;H1;2;L;CGB;16;0
CID;H1;2;L;CGB;17;0
CID;H1;2;L;CGB;18;0
CID;H1;2;L;CGB;19;0
CID;H1;2;L;OB;0;56
CID;H1;2;L;OB;1;56
CID;H1;2;L;OB;2;56
CID;H1;2;L;OB;3;56
CID;H1;2;L;OB;4;56
CID;H1;2;L;OB;5;139
CID;H1;2;L;OB;6;139
CID;H1;2;L;OB;7;139
CID;H1;2;L;OB;8;139
CID;H1;2;L;OB;9;139
CID;H1;2;L;OB;10;361
CID;H1;2;L;OB;11;361
CID;H1;2;L;OB;12;361
CID;H1;2;L;OB;13;361
CID;H1;2;L;OB;14;361
CID;H1;2;L;OB;15;556
CID;H1;2;L;OB;16;556
CID;H1;2;L;OB;17;556
CID;H1;2;L;OB;18;556
CID;H1;2;L;OB;19;556
CID;H1;2;L;COB;0;139
CID;H1;2;L;COB;1;139
CID;H1;2;L;COB;2;139
CID;H1;2;L;COB;3;139
CID;H1;2;L;COB;4;139
CID;H1;2;L;COB;5;97
CID;H1;2;L;COB;6;97
CID;H1;2;L;COB;7;97
CID;H1;2;L;COB;8;97
CID;H1;2;L;COB;9;97
CID;H1;2;L;COB;10;42
CID;H1;2;L;COB;11;42
CID;H1;2;L;COB;12;42
CID;H1;2;L;COB;13;42
CID;H1;2;L;COB;14;42
CID;H1;2;L;COB;15;0
CID;H1;2;L;COB;16;0
CID;H1;2;L;COB;17;0
CID;H1;2;L;COB;18;0
CID;H1;2;L;COB;19;0
CID;H1;2;L;EHP2;0;0
CID;H1;2;L;EHP2;1;0
CID;H1;2;L;EHP2;2;0
CID;H1;2;L;EHP2;3;0
CID;H1;2;L;EHP2;4;0
CID;H1;2;L;EHP2;5;0
CID;H1;2;L;EHP2;6;0
CID;H1;2;L;EHP2;7;0
CID;H1;2;L;EHP2;8;0
CID;H1;2;L;EHP2;9;0
CID;H1;2;L;EHP2;10;0
CID;H1;2;L;EHP2;11;0
CID;H1;2;L;EHP2;12;0
CID;H1;2;L;EHP2;13;0
CID;H1;2;L;EHP2;14;0
CID;H1;2;L;EHP2;15;0
CID;H1;2;L;EHP2;16;0
CID;H1;2;L;EHP2;17;0
CID;H1;2;L;EHP2;18;0
CID;H1;2;L;EHP2;19;0
CID;H1;2;L;WB;0;0
CID;H1;2;L;WB;1;0
CID;H1;2;L;WB;2;0
CID;H1;2;L;WB;3;0
CID;H1;2;L;WB;4;0
CID;H1;2;L;WB;5;0
CID;H1;2;L;WB;6;0
CID;H1;2;L;WB;7;0
CID;H1;2;L;WB;8;0
CID;H1;2;L;WB;9;0
CID;H1;2;L;WB;10;0
CID;H1;2;L;WB;11;0
CID;H1;2;L;WB;12;0
CID;H1;2;L;WB;13;0
CID;H1;2;L;WB;14;0
CID;H1;2;L;WB;15;0
CID;H1;2;L;WB;16;0
CID;H1;2;L;WB;17;0
CID;H1;2;L;WB;18;0
CID;H1;2;L;WB;19;0
CID;H1;2;L;WPB;0;0
CID;H1;2;L;WPB;1;0
CID;H1;2;L;WPB;2;0
CID;H1;2;L;WPB;3;0
CID;H1;2;L;WPB;4;0
CID;H1;2;L;WPB;5;0
CID;H1;2;L;WPB;6;0
CID;H1;2;L;WPB;7;0
CID;H1;2;L;WPB;8;0
CID;H1;2;L;WPB;9;0
CID;H1;2;L;WPB;10;0
CID;H1;2;L;WPB;11;0
CID;H1;2;L;WPB;12;0
CID;H1;2;L;WPB;13;0
CID;H1;2;L;WPB;14;0
CID;H1;2;L;WPB;15;0
CID;H1;2;L;WPB;16;0
CID;H1;2;L;WPB;17;0
CID;H1;2;L;WPB;18;0
CID;H1;2;L;WPB;19;0
CID;H1;2;L;EHP;0;0
CID;H1;2;L;EHP;1;0
CID;H1;2;L;EHP;2;0
CID;H1;2;L;EHP;3;0
CID;H1;2;L;EHP;4;0
CID;H1;2;L;EHP;5;0
CID;H1;2;L;EHP;6;0
CID;H1;2;L;EHP;7;0
CID;H1;2;L;EHP;8;0
CID;H1;2;L;EHP;9;0
CID;H1;2;L;EHP;10;0
CID;H1;2;L;EHP;11;0
CID;H1;2;L;EHP;12;0
CID;H1;2;L;EHP;13;0
CID;H1;2;L;EHP;14;0
CID;H1;2;L;EHP;15;0
CID;H1;2;L;EHP;16;0
CID;H1;2;L;EHP;17;0
CID;H1;2;L;EHP;18;0
CID;H1;2;L;EHP;19;0
CID;H1;3;M;ER;0;2029
CID;H1;3;M;ER;1;2029
CID;H1;3;M;ER;2;2029
CID;H1;3;M;ER;3;2029
CID;H1;3;M;ER;4;2029
CID;H1;3;M;ER;5;2029
CID;H1;3;M;ER;6;2029
CID;H1;3;M;ER;7;2029
CID;H1;3;M;ER;8;2029
CID;H1;3;M;ER;9;2029
CID;H1;3;M;ER;10;6088
CID;H1;3;M;ER;11;6088
CID;H1;3;M;ER;12;6088
CID;H1;3;M;ER;13;6088
CID;H1;3;M;ER;14;6088
CID;H1;3;M;ER;15;6088
CID;H1;3;M;ER;16;6088
CID;H1;3;M;ER;17;6088
CID;H1;3;M;ER;18;6088
CID;H1;3;M;ER;19;6088
CID;H1;3;M;GB;0;1445
CID;H1;3;M;GB;1;1445
CID;H1;3;M;GB;2;1445
CID;H1;3;M;GB;3;1445
CID;H1;3;M;GB;4;1445
CID;H1;3;M;GB;5;2168
CID;H1;3;M;GB;6;2168
CID;H1;3;M;GB;7;2168
CID;H1;3;M;GB;8;2168
CID;H1;3;M;GB;9;2168
CID;H1;3;M;GB;10;5421
CID;H1;3;M;GB;11;5421
CID;H1;3;M;GB;12;5421
CID;H1;3;M;GB;13;5421
CID;H1;3;M;GB;14;5421
CID;H1;3;M;GB;15;5421
CID;H1;3;M;GB;16;5421
CID;H1;3;M;GB;17;5421
CID;H1;3;M;GB;18;5421
CID;H1;3;M;GB;19;5421
CID;H1;3;M;CGB;0;1807
CID;H1;3;M;CGB;1;1807
CID;H1;3;M;CGB;2;1807
CID;H1;3;M;CGB;3;1807
CID;H1;3;M;CGB;4;1807
CID;H1;3;M;CGB;5;1265
CID;H1;3;M;CGB;6;1265
CID;H1;3;M;CGB;7;1265
CID;H1;3;M;CGB;8;1265
CID;H1;3;M;CGB;9;1265
CID;H1;3;M;CGB;10;542
CID;H1;3;M;CGB;11;542
CID;H1;3;M;CGB;12;542
CID;H1;3;M;CGB;13;542
CID;H1;3;M;CGB;14;542
CID;H1;3;M;CGB;15;0
CID;H1;3;M;CGB;16;0
CID;H1;3;M;CGB;17;0
CID;H1;3;M;CGB;18;0
CID;H1;3;M;CGB;19;0
CID;H1;3;M;OB;0;1
CID;H1;3;M;OB;1;1
CID;H1;3;M;OB;2;1
CID;H1;3;M;OB;3;1
CID;H1;3;M;OB;4;1
CID;H1;3;M;OB;5;3
CID;H1;3;M;OB;6;3
CID;H1;3;M;OB;7;3
CID;H1;3;M;OB;8;3
CID;H1;3;M;OB;9;3
CID;H1;3;M;OB;10;7
CID;H1;3;M;OB;11;7
CID;H1;3;M;OB;12;7
CID;H1;3;M;OB;13;7
CID;H1;3;M;OB;14;7
CID;H1;3;M;OB;15;10
CID;H1;3;M;OB;16;10
CID;H1;3;M;OB;17;10
CID;H1;3;M;OB;18;10
CID;H1;3;M;OB;19;10
CID;H1;3;M;COB;0;3
CID;H1;3;M;COB;1;3
CID;H1;3;M;COB;2;3
CID;H1;3;M;COB;3;3
CID;H1;3;M;COB;4;3
CID;H1;3;M;COB;5;2
CID;H1;3;M;COB;6;2
CID;H1;3;M;COB;7;2
CID;H1;3;M;COB;8;2
CID;H1;3;M;COB;9;2
CID;H1;3;M;COB;10;1
CID;H1;3;M;COB;11;1
CID;H1;3;M;COB;12;1
CID;H1;3;M;COB;13;1
CID;H1;3;M;COB;14;1
CID;H1;3;M;COB;15;0
CID;H1;3;M;COB;16;0
CID;H1;3;M;COB;17;0
CID;H1;3;M;COB;18;0
CID;H1;3;M;COB;19;0
CID;H1;3;M;EHP2;0;0
CID;H1;3;M;EHP2;1;0
CID;H1;3;M;EHP2;2;0
CID;H1;3;M;EHP2;3;0
CID;H1;3;M;EHP2;4;0
CID;H1;3;M;EHP2;5;0
CID;H1;3;M;EHP2;6;0
CID;H1;3;M;EHP2;7;0
CID;H1;3;M;EHP2;8;0
CID;H1;3;M;EHP2;9;0
CID;H1;3;M;EHP2;10;0
CID;H1;3;M;EHP2;11;0
CID;H1;3;M;EHP2;12;0
CID;H1;3;M;EHP2;13;0
CID;H1;3;M;EHP2;14;0
CID;H1;3;M;EHP2;15;0
CID;H1;3;M;EHP2;16;0
CID;H1;3;M;EHP2;17;0
CID;H1;3;M;EHP2;18;0
CID;H1;3;M;EHP2;19;0
CID;H1;3;M;WB;0;0
CID;H1;3;M;WB;1;0
CID;H1;3;M;WB;2;0
CID;H1;3;M;WB;3;0
CID;H1;3;M;WB;4;0
CID;H1;3;M;WB;5;0
CID;H1;3;M;WB;6;0
CID;H1;3;M;WB;7;0
CID;H1;3;M;WB;8;0
CID;H1;3;M;WB;9;0
CID;H1;3;M;WB;10;0
CID;H1;3;M;WB;11;0
CID;H1;3;M;WB;12;0
CID;H1;3;M;WB;13;0
CID;H1;3;M;WB;14;0
CID;H1;3;M;WB;15;0
CID;H1;3;M;WB;16;0
CID;H1;3;M;WB;17;0
CID;H1;3;M;WB;18;0
CID;H1;3;M;WB;19;0
CID;H1;3;M;WPB;0;0
CID;H1;3;M;WPB;1;0
CID;H1;3;M;WPB;2;0
CID;H1;3;M;WPB;3;0
CID;H1;3;M;WPB;4;0
CID;H1;3;M;WPB;5;0
CID;H1;3;M;WPB;6;0
CID;H1;3;M;WPB;7;0
CID;H1;3;M;WPB;8;0
CID;H1;3;M;WPB;9;0
CID;H1;3;M;WPB;10;0
CID;H1;3;M;WPB;11;0
CID;H1;3;M;WPB;12;0
CID;H1;3;M;WPB;13;0
CID;H1;3;M;WPB;14;0
CID;H1;3;M;WPB;15;0
CID;H1;3;M;WPB;16;0
CID;H1;3;M;WPB;17;0
CID;H1;3;M;WPB;18;0
CID;H1;3;M;WPB;19;0
CID;H1;3;M;EHP;0;0
CID;H1;3;M;EHP;1;0
CID;H1;3;M;EHP;2;0
CID;H1;3;M;EHP;3;0
CID;H1;3;M;EHP;4;0
CID;H1;3;M;EHP;5;0
CID;H1;3;M;EHP;6;0
CID;H1;3;M;EHP;7;0
CID;H1;3;M;EHP;8;0
CID;H1;3;M;EHP;9;0
CID;H1;3;M;EHP;10;0
CID;H1;3;M;EHP;11;0
CID;H1;3;M;EHP;12;0
CID;H1;3;M;EHP;13;0
CID;H1;3;M;EHP;14;0
CID;H1;3;M;EHP;15;0
CID;H1;3;M;EHP;16;0
CID;H1;3;M;EHP;17;0
CID;H1;3;M;EHP;18;0
CID;H1;3;M;EHP;19;0
CID;H1;3;S;ER;0;1015
CID;H1;3;S;ER;1;1015
CID;H1;3;S;ER;2;1015
CID;H1;3;S;ER;3;1015
CID;H1;3;S;ER;4;1015
CID;H1;3;S;ER;5;1015
CID;H1;3;S;ER;6;1015
CID;H1;3;S;ER;7;1015
CID;H1;3;S;ER;8;1015
CID;H1;3;S;ER;9;1015
CID;H1;3;S;ER;10;3044
CID;H1;3;S;ER;11;3044
CID;H1;3;S;ER;12;3044
CID;H1;3;S;ER;13;3044
CID;H1;3;S;ER;14;3044
CID;H1;3;S;ER;15;3044
CID;H1;3;S;ER;16;3044
CID;H1;3;S;ER;17;3044
CID;H1;3;S;ER;18;3044
CID;H1;3;S;ER;19;3044
CID;H1;3;S;GB;0;723
CID;H1;3;S;GB;1;723
CID;H1;3;S;GB;2;723
CID;H1;3;S;GB;3;723
CID;H1;3;S;GB;4;723
CID;H1;3;S;GB;5;1085
CID;H1;3;S;GB;6;1085
CID;H1;3;S;GB;7;1085
CID;H1;3;S;GB;8;1085
CID;H1;3;S;GB;9;1085
CID;H1;3;S;GB;10;2712
CID;H1;3;S;GB;11;2712
CID;H1;3;S;GB;12;2712
CID;H1;3;S;GB;13;2712
CID;H1;3;S;GB;14;2712
CID;H1;3;S;GB;15;2712
CID;H1;3;S;GB;16;2712
CID;H1;3;S;GB;17;2712
CID;H1;3;S;GB;18;2712
CID;H1;3;S;GB;19;2712
CID;H1;3;S;CGB;0;904
CID;H1;3;S;CGB;1;904
CID;H1;3;S;CGB;2;904
CID;H1;3;S;CGB;3;904
CID;H1;3;S;CGB;4;904
CID;H1;3;S;CGB;5;633
CID;H1;3;S;CGB;6;633
CID;H1;3;S;CGB;7;633
CID;H1;3;S;CGB;8;633
CID;H1;3;S;CGB;9;633
CID;H1;3;S;CGB;10;271
CID;H1;3;S;CGB;11;271
CID;H1;3;S;CGB;12;271
CID;H1;3;S;CGB;13;271
CID;H1;3;S;CGB;14;271
CID;H1;3;S;CGB;15;0
CID;H1;3;S;CGB;16;0
CID;H1;3;S;CGB;17;0
CID;H1;3;S;CGB;18;0
CID;H1;3;S;CGB;19;0
CID;H1;3;S;OB;0;0
CID;H1;3;S;OB;1;0
CID;H1;3;S;OB;2;0
CID;H1;3;S;OB;3;0
CID;H1;3;S;OB;4;0
CID;H1;3;S;OB;5;1
CID;H1;3;S;OB;6;1
CID;H1;3;S;OB;7;1
CID;H1;3;S;OB;8;1
CID;H1;3;S;OB;9;1
CID;H1;3;S;OB;10;2
CID;H1;3;S;OB;11;2
CID;H1;3;S;OB;12;2
CID;H1;3;S;OB;13;2
CID;H1;3;S;OB;14;2
CID;H1;3;S;OB;15;3
CID;H1;3;S;OB;16;3
CID;H1;3;S;OB;17;3
CID;H1;3;S;OB;18;3
CID;H1;3;S;OB;19;3
CID;H1;3;S;COB;0;1
CID;H1;3;S;COB;1;1
CID;H1;3;S;COB;2;1
CID;H1;3;S;COB;3;1
CID;H1;3;S;COB;4;1
CID;H1;3;S;COB;5;1
CID;H1;3;S;COB;6;1
CID;H1;3;S;COB;7;1
CID;H1;3;S;COB;8;1
CID;H1;3;S;COB;9;1
CID;H1;3;S;COB;10;0
CID;H1;3;S;COB;11;0
CID;H1;3;S;COB;12;0
CID;H1;3;S;COB;13;0
CID;H1;3;S;COB;14;0
CID;H1;3;S;COB;15;0
CID;H1;3;S;COB;16;0
CID;H1;3;S;COB;17;0
CID;H1;3;S;COB;18;0
CID;H1;3;S;COB;19;0
CID;H1;3;S;EHP2;0;0
CID;H1;3;S;EHP2;1;0
CID;H1;3;S;EHP2;2;0
CID;H1;3;S;EHP2;3;0
CID;H1;3;S;EHP2;4;0
CID;H1;3;S;EHP2;5;0
CID;H1;3;S;EHP2;6;0
CID;H1;3;S;EHP2;7;0
CID;H1;3;S;EHP2;8;0
CID;H1;3;S;EHP2;9;0
CID;H1;3;S;EHP2;10;0
CID;H1;3;S;EHP2;11;0
CID;H1;3;S;EHP2;12;0
CID;H1;3;S;EHP2;13;0
CID;H1;3;S;EHP2;14;0
CID;H1;3;S;EHP2;15;0
CID;H1;3;S;EHP2;16;0
CID;H1;3;S;EHP2;17;0
CID;H1;3;S;EHP2;18;0
CID;H1;3;S;EHP2;19;0
CID;H1;3;S;WB;0;0
CID;H1;3;S;WB;1;0
CID;H1;3;S;WB;2;0
CID;H1;3;S;WB;3;0
CID;H1;3;S;WB;4;0
CID;H1;3;S;WB;5;0
CID;H1;3;S;WB;6;0
CID;H1;3;S;WB;7;0
CID;H1;3;S;WB;8;0
CID;H1;3;S;WB;9;0
CID;H1;3;S;WB;10;0
CID;H1;3;S;WB;11;0
CID;H1;3;S;WB;12;0
CID;H1;3;S;WB;13;0
CID;H1;3;S;WB;14;0
CID;H1;3;S;WB;15;0
CID;H1;3;S;WB;16;0
CID;H1;3;S;WB;17;0
CID;H1;3;S;WB;18;0
CID;H1;3;S;WB;19;0
CID;H1;3;S;WPB;0;0
CID;H1;3;S;WPB;1;0
CID;H1;3;S;WPB;2;0
CID;H1;3;S;WPB;3;0
CID;H1;3;S;WPB;4;0
CID;H1;3;S;WPB;5;0
CID;H1;3;S;WPB;6;0
CID;H1;3;S;WPB;7;0
CID;H1;3;S;WPB;8;0
CID;H1;3;S;WPB;9;0
CID;H1;3;S;WPB;10;0
CID;H1;3;S;WPB;11;0
CID;H1;3;S;WPB;12;0
CID;H1;3;S;WPB;13;0
CID;H1;3;S;WPB;14;0
CID;H1;3;S;WPB;15;0
CID;H1;3;S;WPB;16;0
CID;H1;3;S;WPB;17;0
CID;H1;3;S;WPB;18;0
CID;H1;3;S;WPB;19;0
CID;H1;3;S;EHP;0;0
CID;H1;3;S;EHP;1;0
CID;H1;3;S;EHP;2;0
CID;H1;3;S;EHP;3;0
CID;H1;3;S;EHP;4;0
CID;H1;3;S;EHP;5;0
CID;H1;3;S;EHP;6;0
CID;H1;3;S;EHP;7;0
CID;H1;3;S;EHP;8;0
CID;H1;3;S;EHP;9;0
CID;H1;3;S;EHP;10;0
CID;H1;3;S;EHP;11;0
CID;H1;3;S;EHP;12;0
CID;H1;3;S;EHP;13;0
CID;H1;3;S;EHP;14;0
CID;H1;3;S;EHP;15;0
CID;H1;3;S;EHP;16;0
CID;H1;3;S;EHP;17;0
CID;H1;3;S;EHP;18;0
CID;H1;3;S;EHP;19;0
CID;H1;3;L;ER;0;1015
CID;H1;3;L;ER;1;1015
CID;H1;3;L;ER;2;1015
CID;H1;3;L;ER;3;1015
CID;H1;3;L;ER;4;1015
CID;H1;3;L;ER;5;1015
CID;H1;3;L;ER;6;1015
CID;H1;3;L;ER;7;1015
CID;H1;3;L;ER;8;1015
CID;H1;3;L;ER;9;1015
CID;H1;3;L;ER;10;3044
CID;H1;3;L;ER;11;3044
CID;H1;3;L;ER;12;3044
CID;H1;3;L;ER;13;3044
CID;H1;3;L;ER;14;3044
CID;H1;3;L;ER;15;3044
CID;H1;3;L;ER;16;3044
CID;H1;3;L;ER;17;3044
CID;H1;3;L;ER;18;3044
CID;H1;3;L;ER;19;3044
CID;H1;3;L;GB;0;720
CID;H1;3;L;GB;1;720
CID;H1;3;L;GB;2;720
CID;H1;3;L;GB;3;720
CID;H1;3;L;GB;4;720
CID;H1;3;L;GB;5;1080
CID;H1;3;L;GB;6;1080
CID;H1;3;L;GB;7;1080
CID;H1;3;L;GB;8;1080
CID;H1;3;L;GB;9;1080
CID;H1;3;L;GB;10;2699
CID;H1;3;L;GB;11;2699
CID;H1;3;L;GB;12;2699
CID;H1;3;L;GB;13;2699
CID;H1;3;L;GB;14;2699
CID;H1;3;L;GB;15;2699
CID;H1;3;L;GB;16;2699
CID;H1;3;L;GB;17;2699
CID;H1;3;L;GB;18;2699
CID;H1;3;L;GB;19;2699
CID;H1;3;L;CGB;0;900
CID;H1;3;L;CGB;1;900
CID;H1;3;L;CGB;2;900
CID;H1;3;L;CGB;3;900
CID;H1;3;L;CGB;4;900
CID;H1;3;L;CGB;5;630
CID;H1;3;L;CGB;6;630
CID;H1;3;L;CGB;7;630
CID;H1;3;L;CGB;8;630
CID;H1;3;L;CGB;9;630
CID;H1;3;L;CGB;10;270
CID;H1;3;L;CGB;11;270
CID;H1;3;L;CGB;12;270
CID;H1;3;L;CGB;13;270
CID;H1;3;L;CGB;14;270
CID;H1;3;L;CGB;15;0
CID;H1;3;L;CGB;16;0
CID;H1;3;L;CGB;17;0
CID;H1;3;L;CGB;18;0
CID;H1;3;L;CGB;19;0
CID;H1;3;L;OB;0;2
CID;H1;3;L;OB;1;2
CID;H1;3;L;OB;2;2
CID;H1;3;L;OB;3;2
CID;H1;3;L;OB;4;2
CID;H1;3;L;OB;5;5
CID;H1;3;L;OB;6;5
CID;H1;3;L;OB;7;5
CID;H1;3;L;OB;8;5
CID;H1;3;L;OB;9;5
CID;H1;3;L;OB;10;13
CID;H1;3;L;OB;11;13
CID;H1;3;L;OB;12;13
CID;H1;3;L;OB;13;13
CID;H1;3;L;OB;14;13
CID;H1;3;L;OB;15;21
CID;H1;3;L;OB;16;21
CID;H1;3;L;OB;17;21
CID;H1;3;L;OB;18;21
CID;H1;3;L;OB;19;21
CID;H1;3;L;COB;0;5
CID;H1;3;L;COB;1;5
CID;H1;3;L;COB;2;5
CID;H1;3;L;COB;3;5
CID;H1;3;L;COB;4;5
CID;H1;3;L;COB;5;4
CID;H1;3;L;COB;6;4
CID;H1;3;L;COB;7;4
CID;H1;3;L;COB;8;4
CID;H1;3;L;COB;9;4
CID;H1;3;L;COB;10;2
CID;H1;3;L;COB;11;2
CID;H1;3;L;COB;12;2
CID;H1;3;L;COB;13;2
CID;H1;3;L;COB;14;2
CID;H1;3;L;COB;15;0
CID;H1;3;L;COB;16;0
CID;H1;3;L;COB;17;0
CID;H1;3;L;COB;18;0
CID;H1;3;L;COB;19;0
CID;H1;3;L;EHP2;0;0
CID;H1;3;L;EHP2;1;0
CID;H1;3;L;EHP2;2;0
CID;H1;3;L;EHP2;3;0
CID;H1;3;L;EHP2;4;0
CID;H1;3;L;EHP2;5;0
CID;H1;3;L;EHP2;6;0
CID;H1;3;L;EHP2;7;0
CID;H1;3;L;EHP2;8;0
CID;H1;3;L;EHP2;9;0
CID;H1;3;L;EHP2;10;0
CID;H1;3;L;EHP2;11;0
CID;H1;3;L;EHP2;12;0
CID;H1;3;L;EHP2;13;0
CID;H1;3;L;EHP2;14;0
CID;H1;3;L;EHP2;15;0
CID;H1;3;L;EHP2;16;0
CID;H1;3;L;EHP2;17;0
CID;H1;3;L;EHP2;18;0
CID;H1;3;L;EHP2;19;0
CID;H1;3;L;WB;0;0
CID;H1;3;L;WB;1;0
CID;H1;3;L;WB;2;0
